"Id";"ActivityDay";"StepTotal"
6290855005;"2016-04-23 00:00:00";0
6290855005;"2016-04-24 00:00:00";5896
6290855005;"2016-04-25 00:00:00";7802
6290855005;"2016-04-26 00:00:00";0
6290855005;"2016-04-27 00:00:00";5565
6290855005;"2016-04-28 00:00:00";5731
6290855005;"2016-04-29 00:00:00";0
6290855005;"2016-04-30 00:00:00";6744
6290855005;"2016-05-01 00:00:00";9837
6290855005;"2016-05-02 00:00:00";6781
6290855005;"2016-05-03 00:00:00";6047
6290855005;"2016-05-04 00:00:00";5832
6290855005;"2016-05-05 00:00:00";6339
6290855005;"2016-05-06 00:00:00";6116
6290855005;"2016-05-07 00:00:00";5510
6290855005;"2016-05-08 00:00:00";7706
6290855005;"2016-05-09 00:00:00";6277
6290855005;"2016-05-10 00:00:00";0
6775888955;"2016-04-12 00:00:00";0
6775888955;"2016-04-13 00:00:00";4053
6775888955;"2016-04-14 00:00:00";5162
6775888955;"2016-04-15 00:00:00";1282
6775888955;"2016-04-16 00:00:00";4732
6775888955;"2016-04-17 00:00:00";2497
6775888955;"2016-04-18 00:00:00";8294
6775888955;"2016-04-19 00:00:00";0
6775888955;"2016-04-20 00:00:00";10771
6775888955;"2016-04-21 00:00:00";0
6775888955;"2016-04-22 00:00:00";637
6775888955;"2016-04-23 00:00:00";0
6775888955;"2016-04-24 00:00:00";2153
6775888955;"2016-04-25 00:00:00";6474
6775888955;"2016-04-26 00:00:00";7091
6775888955;"2016-04-27 00:00:00";0
6775888955;"2016-04-28 00:00:00";703
6775888955;"2016-04-29 00:00:00";0
6775888955;"2016-04-30 00:00:00";2503
6775888955;"2016-05-01 00:00:00";2487
6775888955;"2016-05-02 00:00:00";0
6775888955;"2016-05-03 00:00:00";9
6775888955;"2016-05-04 00:00:00";0
6775888955;"2016-05-05 00:00:00";0
6775888955;"2016-05-06 00:00:00";4697
6775888955;"2016-05-07 00:00:00";1967
6962181067;"2016-04-12 00:00:00";10199
6962181067;"2016-04-13 00:00:00";5652
6962181067;"2016-04-14 00:00:00";1551
6962181067;"2016-04-15 00:00:00";5563
6962181067;"2016-04-16 00:00:00";13217
6962181067;"2016-04-17 00:00:00";10145
6962181067;"2016-04-18 00:00:00";11404
6962181067;"2016-04-19 00:00:00";10742
6962181067;"2016-04-20 00:00:00";13928
6962181067;"2016-04-21 00:00:00";11835
6962181067;"2016-04-22 00:00:00";10725
6962181067;"2016-04-23 00:00:00";20031
6962181067;"2016-04-24 00:00:00";5029
6962181067;"2016-04-25 00:00:00";13239
6962181067;"2016-04-26 00:00:00";10433
6962181067;"2016-04-27 00:00:00";10320
6962181067;"2016-04-28 00:00:00";12627
6962181067;"2016-04-29 00:00:00";10762
6962181067;"2016-04-30 00:00:00";10081
6962181067;"2016-05-01 00:00:00";5454
6962181067;"2016-05-02 00:00:00";12912
6962181067;"2016-05-03 00:00:00";12109
6962181067;"2016-05-04 00:00:00";10147
6962181067;"2016-05-05 00:00:00";10524
6962181067;"2016-05-06 00:00:00";5908
6962181067;"2016-05-07 00:00:00";6815
6962181067;"2016-05-08 00:00:00";4188
6962181067;"2016-05-09 00:00:00";12342
6962181067;"2016-05-10 00:00:00";15448
6962181067;"2016-05-11 00:00:00";6722
6962181067;"2016-05-12 00:00:00";3587
7007744171;"2016-04-12 00:00:00";14172
7007744171;"2016-04-13 00:00:00";12862
7007744171;"2016-04-14 00:00:00";11179
7007744171;"2016-04-15 00:00:00";5273
7007744171;"2016-04-16 00:00:00";4631
7007744171;"2016-04-17 00:00:00";8059
7007744171;"2016-04-18 00:00:00";14816
7007744171;"2016-04-19 00:00:00";14194
7007744171;"2016-04-20 00:00:00";15566
7007744171;"2016-04-21 00:00:00";13744
7007744171;"2016-04-22 00:00:00";15299
7007744171;"2016-04-23 00:00:00";8093
7007744171;"2016-04-24 00:00:00";11085
7007744171;"2016-04-25 00:00:00";18229
7007744171;"2016-04-26 00:00:00";15090
7007744171;"2016-04-27 00:00:00";13541
7007744171;"2016-04-28 00:00:00";15128
7007744171;"2016-04-29 00:00:00";20067
7007744171;"2016-04-30 00:00:00";3761
7007744171;"2016-05-01 00:00:00";5600
7007744171;"2016-05-02 00:00:00";13041
7007744171;"2016-05-03 00:00:00";14510
7007744171;"2016-05-04 00:00:00";0
7007744171;"2016-05-05 00:00:00";15010
7007744171;"2016-05-06 00:00:00";11459
7007744171;"2016-05-07 00:00:00";0
7086361926;"2016-04-12 00:00:00";11317
7086361926;"2016-04-13 00:00:00";5813
7086361926;"2016-04-14 00:00:00";9123
7086361926;"2016-04-15 00:00:00";8585
7086361926;"2016-04-16 00:00:00";31
7086361926;"2016-04-17 00:00:00";0
7086361926;"2016-04-18 00:00:00";9827
7086361926;"2016-04-19 00:00:00";10688
7086361926;"2016-04-20 00:00:00";14365
7086361926;"2016-04-21 00:00:00";9469
7086361926;"2016-04-22 00:00:00";9753
7086361926;"2016-04-23 00:00:00";2817
7086361926;"2016-04-24 00:00:00";3520
7086361926;"2016-04-25 00:00:00";10091
7086361926;"2016-04-26 00:00:00";10387
7086361926;"2016-04-27 00:00:00";11107
7086361926;"2016-04-28 00:00:00";11584
7086361926;"2016-04-29 00:00:00";7881
7086361926;"2016-04-30 00:00:00";14560
7086361926;"2016-05-01 00:00:00";12390
7086361926;"2016-05-02 00:00:00";10052
7086361926;"2016-05-03 00:00:00";10288
7086361926;"2016-05-04 00:00:00";10988
7086361926;"2016-05-05 00:00:00";8564
7086361926;"2016-05-06 00:00:00";12461
7086361926;"2016-05-07 00:00:00";12827
7086361926;"2016-05-08 00:00:00";10677
7086361926;"2016-05-09 00:00:00";13566
7086361926;"2016-05-10 00:00:00";14433
7086361926;"2016-05-11 00:00:00";9572
7086361926;"2016-05-12 00:00:00";3789
8053475328;"2016-04-12 00:00:00";18060
8053475328;"2016-04-13 00:00:00";16433
8053475328;"2016-04-14 00:00:00";20159
8053475328;"2016-04-15 00:00:00";20669
8053475328;"2016-04-16 00:00:00";14549
8053475328;"2016-04-17 00:00:00";18827
8053475328;"2016-04-18 00:00:00";17076
8053475328;"2016-04-19 00:00:00";15929
8053475328;"2016-04-20 00:00:00";15108
8053475328;"2016-04-21 00:00:00";16057
8053475328;"2016-04-22 00:00:00";10520
8053475328;"2016-04-23 00:00:00";22359
8053475328;"2016-04-24 00:00:00";22988
8053475328;"2016-04-25 00:00:00";20500
8053475328;"2016-04-26 00:00:00";12685
8053475328;"2016-04-27 00:00:00";12422
8053475328;"2016-04-28 00:00:00";15447
8053475328;"2016-04-29 00:00:00";12315
8053475328;"2016-04-30 00:00:00";7135
8053475328;"2016-05-01 00:00:00";1170
8053475328;"2016-05-02 00:00:00";1969
8053475328;"2016-05-03 00:00:00";15484
8053475328;"2016-05-04 00:00:00";14581
8053475328;"2016-05-05 00:00:00";14990
8053475328;"2016-05-06 00:00:00";13953
8053475328;"2016-05-07 00:00:00";19769
8053475328;"2016-05-08 00:00:00";22026
8053475328;"2016-05-09 00:00:00";12465
8053475328;"2016-05-10 00:00:00";14810
8053475328;"2016-05-11 00:00:00";12209
8053475328;"2016-05-12 00:00:00";4998
8253242879;"2016-04-12 00:00:00";9033
8253242879;"2016-04-13 00:00:00";8053
8253242879;"2016-04-14 00:00:00";5234
8253242879;"2016-04-15 00:00:00";2672
8253242879;"2016-04-16 00:00:00";9256
8253242879;"2016-04-17 00:00:00";10204
8253242879;"2016-04-18 00:00:00";5151
8253242879;"2016-04-19 00:00:00";4212
8253242879;"2016-04-20 00:00:00";6466
8253242879;"2016-04-21 00:00:00";11268
8253242879;"2016-04-22 00:00:00";2824
8253242879;"2016-04-23 00:00:00";9282
8253242879;"2016-04-24 00:00:00";8905
8253242879;"2016-04-25 00:00:00";6829
8253242879;"2016-04-26 00:00:00";4562
8253242879;"2016-04-27 00:00:00";10232
8253242879;"2016-04-28 00:00:00";2718
8253242879;"2016-04-29 00:00:00";6260
8253242879;"2016-04-30 00:00:00";0
8378563200;"2016-04-12 00:00:00";7626
8378563200;"2016-04-13 00:00:00";12386
8378563200;"2016-04-14 00:00:00";13318
8378563200;"2016-04-15 00:00:00";14461
8378563200;"2016-04-16 00:00:00";11207
8378563200;"2016-04-17 00:00:00";2132
8378563200;"2016-04-18 00:00:00";13630
8378563200;"2016-04-19 00:00:00";13070
8378563200;"2016-04-20 00:00:00";9388
8378563200;"2016-04-21 00:00:00";15148
8378563200;"2016-04-22 00:00:00";12200
8378563200;"2016-04-23 00:00:00";5709
8378563200;"2016-04-24 00:00:00";3703
8378563200;"2016-04-25 00:00:00";12405
8378563200;"2016-04-26 00:00:00";16208
8378563200;"2016-04-27 00:00:00";7359
8378563200;"2016-04-28 00:00:00";5417
8378563200;"2016-04-29 00:00:00";6175
8378563200;"2016-04-30 00:00:00";2946
8378563200;"2016-05-01 00:00:00";11419
8378563200;"2016-05-02 00:00:00";6064
8378563200;"2016-05-03 00:00:00";8712
8378563200;"2016-05-04 00:00:00";7875
8378563200;"2016-05-05 00:00:00";8567
8378563200;"2016-05-06 00:00:00";7045
8378563200;"2016-05-07 00:00:00";4468
8378563200;"2016-05-08 00:00:00";2943
8378563200;"2016-05-09 00:00:00";8382
8378563200;"2016-05-10 00:00:00";6582
8378563200;"2016-05-11 00:00:00";9143
8378563200;"2016-05-12 00:00:00";4561
8583815059;"2016-04-12 00:00:00";5014
8583815059;"2016-04-13 00:00:00";5571
8583815059;"2016-04-14 00:00:00";3135
8583815059;"2016-04-15 00:00:00";3430
8583815059;"2016-04-16 00:00:00";5319
8583815059;"2016-04-17 00:00:00";3008
8583815059;"2016-04-18 00:00:00";3864
8583815059;"2016-04-19 00:00:00";5697
8583815059;"2016-04-20 00:00:00";5273
8583815059;"2016-04-21 00:00:00";8538
8583815059;"2016-04-22 00:00:00";8687
8583815059;"2016-04-23 00:00:00";9423
8583815059;"2016-04-24 00:00:00";8286
8583815059;"2016-04-25 00:00:00";4503
8583815059;"2016-04-26 00:00:00";10499
8583815059;"2016-04-27 00:00:00";12474
8583815059;"2016-04-28 00:00:00";6174
8583815059;"2016-04-29 00:00:00";15168
8583815059;"2016-04-30 00:00:00";10085
8583815059;"2016-05-01 00:00:00";4512
8583815059;"2016-05-02 00:00:00";8469
8583815059;"2016-05-03 00:00:00";12015
8583815059;"2016-05-04 00:00:00";3588
8583815059;"2016-05-05 00:00:00";12427
8583815059;"2016-05-06 00:00:00";5843
8583815059;"2016-05-07 00:00:00";6117
8583815059;"2016-05-08 00:00:00";9217
8583815059;"2016-05-09 00:00:00";9877
8583815059;"2016-05-10 00:00:00";8240
8583815059;"2016-05-11 00:00:00";8701
8583815059;"2016-05-12 00:00:00";0
8792009665;"2016-04-12 00:00:00";2564
8792009665;"2016-04-13 00:00:00";1320
8792009665;"2016-04-14 00:00:00";1219
8792009665;"2016-04-15 00:00:00";2483
8792009665;"2016-04-16 00:00:00";244
8792009665;"2016-04-17 00:00:00";0
8792009665;"2016-04-18 00:00:00";0
8792009665;"2016-04-19 00:00:00";0
8792009665;"2016-04-20 00:00:00";3147
8792009665;"2016-04-21 00:00:00";144
8792009665;"2016-04-22 00:00:00";4068
8792009665;"2016-04-23 00:00:00";5245
8792009665;"2016-04-24 00:00:00";400
8792009665;"2016-04-25 00:00:00";0
8792009665;"2016-04-26 00:00:00";1321
8792009665;"2016-04-27 00:00:00";1758
8792009665;"2016-04-28 00:00:00";6157
8792009665;"2016-04-29 00:00:00";8360
8792009665;"2016-04-30 00:00:00";7174
8792009665;"2016-05-01 00:00:00";1619
8792009665;"2016-05-02 00:00:00";1831
8792009665;"2016-05-03 00:00:00";2421
8792009665;"2016-05-04 00:00:00";2283
8792009665;"2016-05-05 00:00:00";0
8792009665;"2016-05-06 00:00:00";0
8792009665;"2016-05-07 00:00:00";0
8792009665;"2016-05-08 00:00:00";0
8792009665;"2016-05-09 00:00:00";0
8792009665;"2016-05-10 00:00:00";0
8877689391;"2016-04-12 00:00:00";23186
8877689391;"2016-04-13 00:00:00";15337
8877689391;"2016-04-14 00:00:00";21129
8877689391;"2016-04-15 00:00:00";13422
8877689391;"2016-04-16 00:00:00";29326
8877689391;"2016-04-17 00:00:00";15118
8877689391;"2016-04-18 00:00:00";11423
8877689391;"2016-04-19 00:00:00";18785
8877689391;"2016-04-20 00:00:00";19948
8877689391;"2016-04-21 00:00:00";19377
8877689391;"2016-04-22 00:00:00";18258
8877689391;"2016-04-23 00:00:00";11200
8877689391;"2016-04-24 00:00:00";16674
8877689391;"2016-04-25 00:00:00";12986
8877689391;"2016-04-26 00:00:00";11101
8877689391;"2016-04-27 00:00:00";23629
8877689391;"2016-04-28 00:00:00";14890
8877689391;"2016-04-29 00:00:00";9733
8877689391;"2016-04-30 00:00:00";27745
8877689391;"2016-05-01 00:00:00";10930
8877689391;"2016-05-02 00:00:00";4790
8877689391;"2016-05-03 00:00:00";10818
8877689391;"2016-05-04 00:00:00";18193
8877689391;"2016-05-05 00:00:00";14055
8877689391;"2016-05-06 00:00:00";21727
8877689391;"2016-05-07 00:00:00";12332
8877689391;"2016-05-08 00:00:00";10686
8877689391;"2016-05-09 00:00:00";20226
8877689391;"2016-05-10 00:00:00";10733
8877689391;"2016-05-11 00:00:00";21420
8877689391;"2016-05-12 00:00:00";8064
